record_id,animal_id,species,breed,age_years,gender,weight_kg,body_temperature_c,symptoms,clinical_signs,disease,risk_score,risk_level,possible_risks,recommendation,status,report_date,village,taluka,district,state,owner_name,image_class_folder
HR0085,DS064,Buffalo,Jaffarabadi,4.7,Male,520,38.4,,"Alert, normal gait, normal milk yield",Healthy,0,Low,General health concern,Continue preventive care and monitor for new symptoms.,Verified,2026-09-08,Kagal,Kagal,Kolhapur,Maharashtra,Bhagwan Gaikwad,Disease_Images/Healthy
HR0086,DS065,Cow,Gir,1.4,Female,387,38.8,,No abnormal signs; normal feeding and rumination,Healthy,0,Low,General health concern,Continue preventive care and monitor for new symptoms.,Verified,2026-05-05,Sangamner,Sangamner,Ahmednagar,Maharashtra,Mangal More,Disease_Images/Healthy
HR0087,DS066,Cow,Gir,3.9,Female,291,38.3,,"Alert, normal gait, normal milk yield",Healthy,0,Low,General health concern,Continue preventive care and monitor for new symptoms.,Verified,2026-06-18,Hingna,Hingna,Nagpur,Maharashtra,Lata Kale,Disease_Images/Healthy
HR0088,DS067,Cow,Crossbred,4.0,Female,458,38.9,,"Alert, normal gait, normal milk yield",Healthy,0,Low,General health concern,Continue preventive care and monitor for new symptoms.,Verified,2026-07-29,Hingna,Hingna,Nagpur,Maharashtra,Sopan Chavan,Disease_Images/Healthy
HR0089,DS068,Cow,Sahiwal,5.1,Female,411,38.8,,"Alert, normal gait, normal milk yield",Healthy,0,Low,General health concern,Continue preventive care and monitor for new symptoms.,Verified,2026-09-05,Pandharpur,Pandharpur,Solapur,Maharashtra,Balasaheb Bhosale,Disease_Images/Healthy
HR0090,DS069,Buffalo,Pandharpuri,5.5,Male,487,38.3,skin problem,Patchy hair loss with dry scales on shoulder,Ringworm,25,Medium,Skin-related infection risk,Monitor the animal closely and consider veterinary consultation.,Verified,2026-07-12,Junnar,Junnar,Pune,Maharashtra,Sachin Kadam,Disease_Images/Ringworm
HR0091,DS069,Buffalo,Pandharpuri,5.5,Male,487,38.4,,"Alert, normal gait, normal milk yield",Healthy,0,Low,General health concern,Continue preventive care and monitor for new symptoms.,Verified,2026-07-26,Junnar,Junnar,Pune,Maharashtra,Sachin Kadam,Disease_Images/Healthy
HR0092,DS070,Buffalo,Jaffarabadi,2.9,Female,458,40.5,skin problem;fever;reduced milk production,"Skin nodules with scabs, reduced movement, watery eyes",Lumpy_Skin_Disease,62,High,Skin-related infection risk,Contact a veterinarian promptly and isolate the animal if advised by the veterinarian.,Needs Review,2026-09-16,Baramati,Baramati,Pune,Maharashtra,Ramesh Patil,Disease_Images/Lumpy_Skin_Disease
HR0093,DS071,Cow,Jersey,7.4,Female,394,41.5,fever;reduced milk production;weakness,Vesicles and erosions in mouth and between hooves; drooling; lameness,Foot_Mouth_Disease,49,Medium,General health concern,Monitor the animal closely and consider veterinary consultation.,Open,2026-08-10,Rahuri,Rahuri,Ahmednagar,Maharashtra,Shivaji Salunkhe,Disease_Images/Foot_Mouth_Disease
HR0094,DS072,Buffalo,Murrah,8.8,Female,461,39.7,skin problem;fever;loss of appetite,"Skin nodules with scabs, reduced movement, watery eyes",Lumpy_Skin_Disease,75,High,Skin-related infection risk;Systemic illness risk,Contact a veterinarian promptly and isolate the animal if advised by the veterinarian.,Needs Review,2026-06-11,Kagal,Kagal,Kolhapur,Maharashtra,Sachin Salunkhe,Disease_Images/Lumpy_Skin_Disease
HR0095,DS072,Buffalo,Murrah,8.8,Female,461,38.7,,"Alert, normal gait, normal milk yield",Healthy,0,Low,General health concern,Continue preventive care and monitor for new symptoms.,Verified,2026-07-01,Kagal,Kagal,Kolhapur,Maharashtra,Sachin Salunkhe,Disease_Images/Healthy
HR0096,DS073,Buffalo,Murrah,10.4,Female,429,38.3,,No abnormal signs; normal feeding and rumination,Healthy,0,Low,General health concern,Continue preventive care and monitor for new symptoms.,Verified,2026-07-14,Rahuri,Rahuri,Ahmednagar,Maharashtra,Ramesh More,Disease_Images/Healthy
HR0097,DS074,Buffalo,Murrah,4.6,Female,431,38.1,,No abnormal signs; normal feeding and rumination,Healthy,0,Low,General health concern,Continue preventive care and monitor for new symptoms.,Verified,2026-06-17,Baramati,Baramati,Pune,Maharashtra,Sachin Deshmukh,Disease_Images/Healthy
HR0098,DS075,Cow,Sahiwal,6.6,Female,496,39.4,reduced milk production;fever;weakness,Udder swelling with reduced milk yield and mild fever,Mastitis,49,Medium,General health concern,Monitor the animal closely and consider veterinary consultation.,Verified,2026-07-23,Baramati,Baramati,Pune,Maharashtra,Sunita Deshmukh,Disease_Images/Mastitis
HR0099,DS075,Cow,Sahiwal,6.6,Female,496,38.1,,No abnormal signs; normal feeding and rumination,Healthy,0,Low,General health concern,Continue preventive care and monitor for new symptoms.,Verified,2026-08-03,Baramati,Baramati,Pune,Maharashtra,Sunita Deshmukh,Disease_Images/Healthy
HR0100,DS076,Cow,Sahiwal,6.7,Female,346,39.6,reduced milk production;fever,Udder swelling with reduced milk yield and mild fever,Mastitis,37,Medium,General health concern,Monitor the animal closely and consider veterinary consultation.,Open,2026-08-25,Kagal,Kagal,Kolhapur,Maharashtra,Rajesh Pawar,Disease_Images/Mastitis
HR0101,DS076,Cow,Sahiwal,6.7,Female,346,38.0,,No abnormal signs; normal feeding and rumination,Healthy,0,Low,General health concern,Continue preventive care and monitor for new symptoms.,Verified,2026-09-02,Kagal,Kagal,Kolhapur,Maharashtra,Rajesh Pawar,Disease_Images/Healthy
HR0102,DS077,Cow,Gir,5.7,Female,304,38.4,,No abnormal signs; normal feeding and rumination,Healthy,0,Low,General health concern,Continue preventive care and monitor for new symptoms.,Verified,2026-09-13,Sangamner,Sangamner,Ahmednagar,Maharashtra,Anita Kadam,Disease_Images/Healthy
HR0103,DS078,Sheep,Deccani,2.1,Female,27,38.4,,"Alert, normal gait, normal milk yield",Healthy,0,Low,General health concern,Continue preventive care and monitor for new symptoms.,Verified,2026-06-28,Pandharpur,Pandharpur,Solapur,Maharashtra,Sunita Kale,Disease_Images/Healthy
HR0104,DS079,Cow,Red Kandhari,5.5,Female,312,39.7,reduced milk production;loss of appetite,Swollen hot painful udder; clotted or watery milk,Mastitis,37,Medium,General health concern,Monitor the animal closely and consider veterinary consultation.,Verified,2026-05-31,Karad,Karad,Satara,Maharashtra,Sachin Kale,Disease_Images/Mastitis
HR0105,DS080,Cow,Holstein Friesian,8.7,Female,360,40.4,skin problem;fever;loss of appetite;weakness,"Firm skin nodules 2-5 cm on neck, back and legs; enlarged lymph nodes",Lumpy_Skin_Disease,87,High,Skin-related infection risk;Systemic illness risk,Contact a veterinarian promptly and isolate the animal if advised by the veterinarian.,Open,2026-06-27,Shirol,Shirol,Kolhapur,Maharashtra,Prakash Bhosale,Disease_Images/Lumpy_Skin_Disease
HR0106,DS080,Cow,Holstein Friesian,8.7,Female,360,38.7,,"Alert, normal gait, normal milk yield",Healthy,0,Low,General health concern,Continue preventive care and monitor for new symptoms.,Verified,2026-07-05,Shirol,Shirol,Kolhapur,Maharashtra,Prakash Bhosale,Disease_Images/Healthy
HR0107,DS081,Buffalo,Jaffarabadi,2.3,Female,521,38.6,,"Alert, normal gait, normal milk yield",Healthy,0,Low,General health concern,Continue preventive care and monitor for new symptoms.,Verified,2026-06-17,Junnar,Junnar,Pune,Maharashtra,Mangal Kale,Disease_Images/Healthy
HR0108,DS082,Cow,Khillar,6.7,Female,355,38.6,,No abnormal signs; normal feeding and rumination,Healthy,0,Low,General health concern,Continue preventive care and monitor for new symptoms.,Verified,2026-08-05,Phaltan,Phaltan,Satara,Maharashtra,Dattatray Shinde,Disease_Images/Healthy
HR0109,DS083,Cow,Deoni,3.7,Female,415,40.5,reduced milk production;fever,"Hard quarter of udder, flakes in milk, kicks when milked",Mastitis,37,Medium,General health concern,Monitor the animal closely and consider veterinary consultation.,Open,2026-09-11,Junnar,Junnar,Pune,Maharashtra,Rajesh Patil,Disease_Images/Mastitis
HR0110,DS084,Buffalo,Nili-Ravi,10.6,Female,520,38.5,,"Alert, normal gait, normal milk yield",Healthy,0,Low,General health concern,Continue preventive care and monitor for new symptoms.,Verified,2026-08-28,Junnar,Junnar,Pune,Maharashtra,Ganesh Salunkhe,Disease_Images/Healthy
HR0111,DS085,Cow,Red Kandhari,9.8,Female,510,38.8,skin problem,"Grey crusty round lesions around eyes, mild itching",Ringworm,25,Medium,Skin-related infection risk,Monitor the animal closely and consider veterinary consultation.,Open,2026-06-02,Phaltan,Phaltan,Satara,Maharashtra,Dattatray Bhosale,Disease_Images/Ringworm
HR0112,DS085,Cow,Red Kandhari,9.8,Female,510,38.0,,"Alert, normal gait, normal milk yield",Healthy,0,Low,General health concern,Continue preventive care and monitor for new symptoms.,Verified,2026-06-11,Phaltan,Phaltan,Satara,Maharashtra,Dattatray Bhosale,Disease_Images/Healthy
HR0113,DS086,Cow,Sahiwal,9.2,Female,474,40.9,skin problem;fever;reduced milk production,"Skin nodules with scabs, reduced movement, watery eyes",Lumpy_Skin_Disease,62,High,Skin-related infection risk,Contact a veterinarian promptly and isolate the animal if advised by the veterinarian.,Verified,2026-08-31,Karad,Karad,Satara,Maharashtra,Nitin Kale,Disease_Images/Lumpy_Skin_Disease
HR0114,DS086,Cow,Sahiwal,9.2,Female,474,38.8,,"Alert, normal gait, normal milk yield",Healthy,0,Low,General health concern,Continue preventive care and monitor for new symptoms.,Verified,2026-09-10,Karad,Karad,Satara,Maharashtra,Nitin Kale,Disease_Images/Healthy
HR0115,DS087,Cow,Deoni,1.2,Female,301,38.2,,No abnormal signs; normal feeding and rumination,Healthy,0,Low,General health concern,Continue preventive care and monitor for new symptoms.,Verified,2026-07-28,Karad,Karad,Satara,Maharashtra,Balasaheb Salunkhe,Disease_Images/Healthy
HR0116,DS088,Buffalo,Murrah,7.1,Female,578,38.3,,No abnormal signs; normal feeding and rumination,Healthy,0,Low,General health concern,Continue preventive care and monitor for new symptoms.,Verified,2026-05-03,Shirur,Shirur,Pune,Maharashtra,Meena Chavan,Disease_Images/Healthy
HR0117,DS089,Cow,Deoni,3.5,Female,466,39.9,skin problem;fever;loss of appetite;reduced milk production;weakness,"Multiple raised skin nodules, nasal discharge, swelling of legs",Lumpy_Skin_Disease,99,High,Skin-related infection risk;Systemic illness risk,Contact a veterinarian promptly and isolate the animal if advised by the veterinarian.,Open,2026-08-05,Miraj,Miraj,Sangli,Maharashtra,Sunita Shinde,Disease_Images/Lumpy_Skin_Disease
HR0118,DS090,Cow,Deoni,7.5,Male,306,38.3,,"Alert, normal gait, normal milk yield",Healthy,0,Low,General health concern,Continue preventive care and monitor for new symptoms.,Verified,2026-06-12,Sinnar,Sinnar,Nashik,Maharashtra,Sopan More,Disease_Images/Healthy
HR0119,DS091,Cow,Jersey,1.2,Female,491,38.0,,"Alert, normal gait, normal milk yield",Healthy,0,Low,General health concern,Continue preventive care and monitor for new symptoms.,Verified,2026-06-18,Sinnar,Sinnar,Nashik,Maharashtra,Kavita Shinde,Disease_Images/Healthy
HR0120,DS092,Cow,Crossbred,5.3,Female,434,38.4,,No abnormal signs; normal feeding and rumination,Healthy,0,Low,General health concern,Continue preventive care and monitor for new symptoms.,Verified,2026-07-21,Phaltan,Phaltan,Satara,Maharashtra,Shivaji More,Disease_Images/Healthy
HR0121,DS093,Cow,Sahiwal,8.5,Female,494,40.9,skin problem;fever;reduced milk production;weakness,"Skin nodules with scabs, reduced movement, watery eyes",Lumpy_Skin_Disease,74,High,Skin-related infection risk,Contact a veterinarian promptly and isolate the animal if advised by the veterinarian.,Open,2026-08-20,Kagal,Kagal,Kolhapur,Maharashtra,Sopan Jadhav,Disease_Images/Lumpy_Skin_Disease
HR0122,DS094,Cow,Khillar,9.5,Female,297,41.2,fever;loss of appetite,"Excess salivation, smacking lips, blisters on tongue, reluctant to walk",Foot_Mouth_Disease,50,High,Systemic illness risk,Contact a veterinarian promptly and isolate the animal if advised by the veterinarian.,Needs Review,2026-08-21,Sinnar,Sinnar,Nashik,Maharashtra,Sachin Kadam,Disease_Images/Foot_Mouth_Disease
HR0123,DS095,Buffalo,Nili-Ravi,2.3,Female,444,38.4,,No abnormal signs; normal feeding and rumination,Healthy,0,Low,General health concern,Continue preventive care and monitor for new symptoms.,Verified,2026-07-11,Phaltan,Phaltan,Satara,Maharashtra,Meena Deshmukh,Disease_Images/Healthy
HR0124,DS096,Buffalo,Jaffarabadi,6.8,Female,544,38.1,,"Alert, normal gait, normal milk yield",Healthy,0,Low,General health concern,Continue preventive care and monitor for new symptoms.,Verified,2026-06-13,Baramati,Baramati,Pune,Maharashtra,Ramesh Pawar,Disease_Images/Healthy
HR0125,DS097,Cow,Gir,8.0,Female,354,38.3,,"Alert, normal gait, normal milk yield",Healthy,0,Low,General health concern,Continue preventive care and monitor for new symptoms.,Verified,2026-06-29,Pandharpur,Pandharpur,Solapur,Maharashtra,Ganesh Salunkhe,Disease_Images/Healthy
HR0126,DS098,Cow,Crossbred,8.8,Female,487,40.0,reduced milk production;fever;loss of appetite;weakness,"Hard quarter of udder, flakes in milk, kicks when milked",Mastitis,74,High,Systemic illness risk,Contact a veterinarian promptly and isolate the animal if advised by the veterinarian.,Verified,2026-08-22,Shirur,Shirur,Pune,Maharashtra,Anita Chavan,Disease_Images/Mastitis
HR0127,DS099,Cow,Red Kandhari,3.2,Female,414,38.3,,"Alert, normal gait, normal milk yield",Healthy,0,Low,General health concern,Continue preventive care and monitor for new symptoms.,Verified,2026-07-30,Kagal,Kagal,Kolhapur,Maharashtra,Rajesh Salunkhe,Disease_Images/Healthy
HR0128,DS100,Cow,Jersey,2.9,Female,517,38.9,,No abnormal signs; normal feeding and rumination,Healthy,0,Low,General health concern,Continue preventive care and monitor for new symptoms.,Verified,2026-08-18,Sangamner,Sangamner,Ahmednagar,Maharashtra,Dattatray Gaikwad,Disease_Images/Healthy
HR0129,DS101,Buffalo,Pandharpuri,7.9,Female,433,38.9,skin problem,Circular hairless scaly patches on face and neck,Ringworm,25,Medium,Skin-related infection risk,Monitor the animal closely and consider veterinary consultation.,Verified,2026-07-22,Shirol,Shirol,Kolhapur,Maharashtra,Vijay Salunkhe,Disease_Images/Ringworm
HR0130,DS101,Buffalo,Pandharpuri,7.9,Female,433,38.4,,No abnormal signs; normal feeding and rumination,Healthy,0,Low,General health concern,Continue preventive care and monitor for new symptoms.,Verified,2026-08-05,Shirol,Shirol,Kolhapur,Maharashtra,Vijay Salunkhe,Disease_Images/Healthy
HR0131,DS102,Cow,Holstein Friesian,8.4,Female,391,40.9,skin problem;fever;reduced milk production,"Firm skin nodules 2-5 cm on neck, back and legs; enlarged lymph nodes",Lumpy_Skin_Disease,62,High,Skin-related infection risk,Contact a veterinarian promptly and isolate the animal if advised by the veterinarian.,Verified,2026-07-17,Miraj,Miraj,Sangli,Maharashtra,Ramesh Patil,Disease_Images/Lumpy_Skin_Disease
HR0132,DS102,Cow,Holstein Friesian,8.4,Female,391,38.4,,"Alert, normal gait, normal milk yield",Healthy,0,Low,General health concern,Continue preventive care and monitor for new symptoms.,Verified,2026-08-04,Miraj,Miraj,Sangli,Maharashtra,Ramesh Patil,Disease_Images/Healthy
HR0133,DS103,Cow,Gir,2.9,Female,414,38.9,,"Alert, normal gait, normal milk yield",Healthy,0,Low,General health concern,Continue preventive care and monitor for new symptoms.,Verified,2026-06-01,Phaltan,Phaltan,Satara,Maharashtra,Dattatray Deshmukh,Disease_Images/Healthy
HR0134,DS104,Cow,Deoni,1.9,Male,466,40.7,skin problem;fever;loss of appetite;reduced milk production,"Firm skin nodules 2-5 cm on neck, back and legs; enlarged lymph nodes",Lumpy_Skin_Disease,87,High,Skin-related infection risk;Systemic illness risk,Contact a veterinarian promptly and isolate the animal if advised by the veterinarian.,Open,2026-07-22,Phaltan,Phaltan,Satara,Maharashtra,Bhagwan Kadam,Disease_Images/Lumpy_Skin_Disease
HR0135,DS104,Cow,Deoni,1.9,Male,466,38.8,,"Alert, normal gait, normal milk yield",Healthy,0,Low,General health concern,Continue preventive care and monitor for new symptoms.,Verified,2026-07-30,Phaltan,Phaltan,Satara,Maharashtra,Bhagwan Kadam,Disease_Images/Healthy
HR0136,DS105,Cow,Red Kandhari,7.9,Female,342,40.0,reduced milk production,Swollen hot painful udder; clotted or watery milk,Mastitis,12,Low,General health concern,Continue preventive care and monitor for new symptoms.,Verified,2026-08-15,Hingna,Hingna,Nagpur,Maharashtra,Bhagwan Kadam,Disease_Images/Mastitis
HR0137,DS105,Cow,Red Kandhari,7.9,Female,342,38.9,,"Alert, normal gait, normal milk yield",Healthy,0,Low,General health concern,Continue preventive care and monitor for new symptoms.,Verified,2026-09-03,Hingna,Hingna,Nagpur,Maharashtra,Bhagwan Kadam,Disease_Images/Healthy
HR0138,DS106,Buffalo,Nili-Ravi,9.7,Female,540,38.5,,No abnormal signs; normal feeding and rumination,Healthy,0,Low,General health concern,Continue preventive care and monitor for new symptoms.,Verified,2026-08-08,Junnar,Junnar,Pune,Maharashtra,Sunita Gaikwad,Disease_Images/Healthy
HR0139,DS107,Cow,Jersey,9.4,Female,485,41.5,fever;loss of appetite;reduced milk production;skin problem,"Excess salivation, smacking lips, blisters on tongue, reluctant to walk",Foot_Mouth_Disease,87,High,Skin-related infection risk;Systemic illness risk,Contact a veterinarian promptly and isolate the animal if advised by the veterinarian.,Verified,2026-07-20,Niphad,Niphad,Nashik,Maharashtra,Dattatray Pawar,Disease_Images/Foot_Mouth_Disease
HR0140,DS107,Cow,Jersey,9.4,Female,485,38.3,,"Alert, normal gait, normal milk yield",Healthy,0,Low,General health concern,Continue preventive care and monitor for new symptoms.,Verified,2026-08-03,Niphad,Niphad,Nashik,Maharashtra,Dattatray Pawar,Disease_Images/Healthy
HR0141,DS108,Buffalo,Pandharpuri,3.8,Female,480,39.8,reduced milk production;fever;weakness,Udder swelling with reduced milk yield and mild fever,Mastitis,49,Medium,General health concern,Monitor the animal closely and consider veterinary consultation.,Verified,2026-08-27,Junnar,Junnar,Pune,Maharashtra,Mangal Deshmukh,Disease_Images/Mastitis
HR0142,DS108,Buffalo,Pandharpuri,3.8,Female,480,38.7,,No abnormal signs; normal feeding and rumination,Healthy,0,Low,General health concern,Continue preventive care and monitor for new symptoms.,Verified,2026-09-15,Junnar,Junnar,Pune,Maharashtra,Mangal Deshmukh,Disease_Images/Healthy
HR0143,DS109,Buffalo,Murrah,9.2,Female,535,38.8,,No abnormal signs; normal feeding and rumination,Healthy,0,Low,General health concern,Continue preventive care and monitor for new symptoms.,Verified,2026-05-20,Sinnar,Sinnar,Nashik,Maharashtra,Vijay Patil,Disease_Images/Healthy
HR0144,DS110,Cow,Jersey,3.4,Female,316,40.3,loss of appetite;reduced milk production;weakness,"Painful hooves, mouth ulcers, sudden drop in milk yield",Foot_Mouth_Disease,49,Medium,General health concern,Monitor the animal closely and consider veterinary consultation.,Verified,2026-07-10,Pandharpur,Pandharpur,Solapur,Maharashtra,Balasaheb Kale,Disease_Images/Foot_Mouth_Disease
HR0145,DS110,Cow,Jersey,3.4,Female,316,38.5,,"Alert, normal gait, normal milk yield",Healthy,0,Low,General health concern,Continue preventive care and monitor for new symptoms.,Verified,2026-07-25,Pandharpur,Pandharpur,Solapur,Maharashtra,Balasaheb Kale,Disease_Images/Healthy
HR0146,DS111,Cow,Holstein Friesian,10.0,Female,329,40.3,skin problem;fever;loss of appetite;reduced milk production;weakness,"Multiple raised skin nodules, nasal discharge, swelling of legs",Lumpy_Skin_Disease,99,High,Skin-related infection risk;Systemic illness risk,Contact a veterinarian promptly and isolate the animal if advised by the veterinarian.,Verified,2026-05-22,Shirol,Shirol,Kolhapur,Maharashtra,Bhagwan Salunkhe,Disease_Images/Lumpy_Skin_Disease
HR0147,DS112,Cow,Sahiwal,6.0,Female,292,38.1,,No abnormal signs; normal feeding and rumination,Healthy,0,Low,General health concern,Continue preventive care and monitor for new symptoms.,Verified,2026-08-17,Karad,Karad,Satara,Maharashtra,Prakash Gaikwad,Disease_Images/Healthy
HR0148,DS113,Cow,Deoni,2.4,Female,303,38.3,,No abnormal signs; normal feeding and rumination,Healthy,0,Low,General health concern,Continue preventive care and monitor for new symptoms.,Verified,2026-08-11,Phaltan,Phaltan,Satara,Maharashtra,Dattatray Shinde,Disease_Images/Healthy
HR0149,DS114,Cow,Crossbred,7.6,Female,345,40.1,fever;loss of appetite;reduced milk production;weakness,Vesicles and erosions in mouth and between hooves; drooling; lameness,Foot_Mouth_Disease,74,High,Systemic illness risk,Contact a veterinarian promptly and isolate the animal if advised by the veterinarian.,Verified,2026-09-10,Rahuri,Rahuri,Ahmednagar,Maharashtra,Ganesh Jadhav,Disease_Images/Foot_Mouth_Disease
HR0150,DS115,Cow,Holstein Friesian,3.3,Female,339,40.1,reduced milk production;fever;weakness,"Hard quarter of udder, flakes in milk, kicks when milked",Mastitis,49,Medium,General health concern,Monitor the animal closely and consider veterinary consultation.,Verified,2026-05-11,Shirur,Shirur,Pune,Maharashtra,Kavita More,Disease_Images/Mastitis
HR0151,DS116,Cow,Deoni,1.5,Female,436,39.0,,"Alert, normal gait, normal milk yield",Healthy,0,Low,General health concern,Continue preventive care and monitor for new symptoms.,Verified,2026-07-18,Shirur,Shirur,Pune,Maharashtra,Rajesh Bhosale,Disease_Images/Healthy
HR0152,DS117,Cow,Khillar,6.5,Female,388,40.0,reduced milk production;weakness,Udder swelling with reduced milk yield and mild fever,Mastitis,24,Low,General health concern,Continue preventive care and monitor for new symptoms.,Open,2026-08-20,Baramati,Baramati,Pune,Maharashtra,Nitin Gaikwad,Disease_Images/Mastitis
HR0153,DS118,Cow,Jersey,4.1,Female,458,40.1,reduced milk production,Swollen hot painful udder; clotted or watery milk,Mastitis,12,Low,General health concern,Continue preventive care and monitor for new symptoms.,Verified,2026-08-17,Shirur,Shirur,Pune,Maharashtra,Nitin Shinde,Disease_Images/Mastitis
HR0154,DS119,Cow,Holstein Friesian,4.6,Female,392,40.0,skin problem;fever;reduced milk production,"Multiple raised skin nodules, nasal discharge, swelling of legs",Lumpy_Skin_Disease,62,High,Skin-related infection risk,Contact a veterinarian promptly and isolate the animal if advised by the veterinarian.,Verified,2026-08-24,Phaltan,Phaltan,Satara,Maharashtra,Suresh More,Disease_Images/Lumpy_Skin_Disease
HR0155,DS120,Cow,Red Kandhari,4.5,Male,372,40.7,skin problem;reduced milk production,"Multiple raised skin nodules, nasal discharge, swelling of legs",Lumpy_Skin_Disease,37,Medium,Skin-related infection risk,Monitor the animal closely and consider veterinary consultation.,Verified,2026-07-17,Miraj,Miraj,Sangli,Maharashtra,Meena More,Disease_Images/Lumpy_Skin_Disease
HR0156,DS120,Cow,Red Kandhari,4.5,Male,372,38.2,,No abnormal signs; normal feeding and rumination,Healthy,0,Low,General health concern,Continue preventive care and monitor for new symptoms.,Verified,2026-08-02,Miraj,Miraj,Sangli,Maharashtra,Meena More,Disease_Images/Healthy
HR0157,DS121,Cow,Deoni,5.4,Female,397,39.6,reduced milk production;fever;loss of appetite,Udder swelling with reduced milk yield and mild fever,Mastitis,62,High,Systemic illness risk,Contact a veterinarian promptly and isolate the animal if advised by the veterinarian.,Needs Review,2026-08-19,Baramati,Baramati,Pune,Maharashtra,Bhagwan Salunkhe,Disease_Images/Mastitis
HR0158,DS122,Cow,Jersey,5.4,Female,404,40.5,reduced milk production;fever,Udder swelling with reduced milk yield and mild fever,Mastitis,37,Medium,General health concern,Monitor the animal closely and consider veterinary consultation.,Verified,2026-06-26,Phaltan,Phaltan,Satara,Maharashtra,Ganesh Chavan,Disease_Images/Mastitis
HR0159,DS123,Cow,Holstein Friesian,3.9,Female,398,40.8,fever;loss of appetite;reduced milk production;weakness,Vesicles and erosions in mouth and between hooves; drooling; lameness,Foot_Mouth_Disease,74,High,Systemic illness risk,Contact a veterinarian promptly and isolate the animal if advised by the veterinarian.,Verified,2026-09-18,Sinnar,Sinnar,Nashik,Maharashtra,Vijay Jadhav,Disease_Images/Foot_Mouth_Disease
HR0160,DS124,Cow,Khillar,1.0,Male,358,39.0,,"Alert, normal gait, normal milk yield",Healthy,0,Low,General health concern,Continue preventive care and monitor for new symptoms.,Verified,2026-06-15,Phaltan,Phaltan,Satara,Maharashtra,Anita Gaikwad,Disease_Images/Healthy
HR0161,DS125,Cow,Crossbred,2.0,Female,294,38.5,,"Alert, normal gait, normal milk yield",Healthy,0,Low,General health concern,Continue preventive care and monitor for new symptoms.,Verified,2026-07-10,Miraj,Miraj,Sangli,Maharashtra,Anita Jadhav,Disease_Images/Healthy
HR0162,DS126,Cow,Red Kandhari,1.1,Female,314,39.9,fever;loss of appetite;reduced milk production;weakness,"Excess salivation, smacking lips, blisters on tongue, reluctant to walk",Foot_Mouth_Disease,74,High,Systemic illness risk,Contact a veterinarian promptly and isolate the animal if advised by the veterinarian.,Verified,2026-09-20,Sinnar,Sinnar,Nashik,Maharashtra,Suresh Patil,Disease_Images/Foot_Mouth_Disease
HR0163,DS127,Cow,Jersey,8.8,Male,448,39.5,skin problem;reduced milk production;weakness,"Firm skin nodules 2-5 cm on neck, back and legs; enlarged lymph nodes",Lumpy_Skin_Disease,49,Medium,Skin-related infection risk,Monitor the animal closely and consider veterinary consultation.,Verified,2026-07-22,Kagal,Kagal,Kolhapur,Maharashtra,Sachin Chavan,Disease_Images/Lumpy_Skin_Disease
HR0164,DS127,Cow,Jersey,8.8,Male,448,38.2,,No abnormal signs; normal feeding and rumination,Healthy,0,Low,General health concern,Continue preventive care and monitor for new symptoms.,Verified,2026-08-02,Kagal,Kagal,Kolhapur,Maharashtra,Sachin Chavan,Disease_Images/Healthy
HR0165,DS128,Cow,Sahiwal,6.3,Male,398,38.8,,No abnormal signs; normal feeding and rumination,Healthy,0,Low,General health concern,Continue preventive care and monitor for new symptoms.,Verified,2026-06-06,Phaltan,Phaltan,Satara,Maharashtra,Anita Shinde,Disease_Images/Healthy
HR0166,DS129,Buffalo,Nili-Ravi,10.6,Male,460,38.7,skin problem,Circular hairless scaly patches on face and neck,Ringworm,25,Medium,Skin-related infection risk,Monitor the animal closely and consider veterinary consultation.,Needs Review,2026-05-18,Kagal,Kagal,Kolhapur,Maharashtra,Sachin Salunkhe,Disease_Images/Ringworm
HR0167,DS129,Buffalo,Nili-Ravi,10.6,Male,460,38.7,,"Alert, normal gait, normal milk yield",Healthy,0,Low,General health concern,Continue preventive care and monitor for new symptoms.,Verified,2026-06-04,Kagal,Kagal,Kolhapur,Maharashtra,Sachin Salunkhe,Disease_Images/Healthy
HR0168,DS130,Buffalo,Murrah,2.2,Female,560,38.6,,No abnormal signs; normal feeding and rumination,Healthy,0,Low,General health concern,Continue preventive care and monitor for new symptoms.,Verified,2026-07-23,Miraj,Miraj,Sangli,Maharashtra,Ganesh Patil,Disease_Images/Healthy
HR0169,DS131,Buffalo,Jaffarabadi,7.9,Female,586,40.2,reduced milk production;fever;weakness,"Hard quarter of udder, flakes in milk, kicks when milked",Mastitis,49,Medium,General health concern,Monitor the animal closely and consider veterinary consultation.,Open,2026-09-18,Junnar,Junnar,Pune,Maharashtra,Mangal Pawar,Disease_Images/Mastitis
HR0170,DS132,Cow,Jersey,4.9,Male,457,40.7,fever;loss of appetite;weakness;skin problem,Vesicles and erosions in mouth and between hooves; drooling; lameness,Foot_Mouth_Disease,87,High,Skin-related infection risk;Systemic illness risk,Contact a veterinarian promptly and isolate the animal if advised by the veterinarian.,Needs Review,2026-05-22,Sinnar,Sinnar,Nashik,Maharashtra,Bhagwan Gaikwad,Disease_Images/Foot_Mouth_Disease
HR0171,DS132,Cow,Jersey,4.9,Male,457,38.3,,"Alert, normal gait, normal milk yield",Healthy,0,Low,General health concern,Continue preventive care and monitor for new symptoms.,Verified,2026-06-03,Sinnar,Sinnar,Nashik,Maharashtra,Bhagwan Gaikwad,Disease_Images/Healthy
